,City Location,Company Name,Description,Job Title,Salary Level,Search Criteria,City,State Zip,blank,State,Zip,high,low,CA,IL,IN,KY,OH,TX
1746,"Austin, TX",IBM,"
Work closely with scientists to incorporate weather analysis and forecasting algorithms into production software systems....",Senior Meteorological Software Engineer,low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1747,"Austin, TX 78759 (Arboretum area)",MaxPoint,"
Senior Data Scientist – Signal Processing. Review code and model designs of other Data Scientists. Design large scale data pipelines that transforms raw signal...",Senior Data Scientist - Signal Processing,low,data scientist,Austin, TX 78759 (Arboretum area),,TX,78759 (Arboretum area),0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1748,"Austin, TX","Magic Leap, Inc.","
Collecting, analyzing and interpreting data; Experience with statistical analysis (JMP) and scientific data processing software (Origin, Mathcad) is desired....",Senior Optical Engineer,low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1749,"Austin, TX 78704 (South Lamar-South Congress area)",Zilliant,"
Dealing with large data sets and developing analytic software using SQL and data mining tools preferably Tableau and/or MatLab....",Pricing Scientist,low,data scientist,Austin, TX 78704 (South Lamar-South Congress area),,TX,78704 (South Lamar-South Congress area),0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1750,"Austin, TX",IBM Kenexa,"
A history of work with data science/scientists, creating visual experiences based on data is preferred. Your future made with IBM....",User Experience Designer,low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1751,"Austin, TX",NVIDIA,"
Senior Machine Learning and Compiler Engineer Senior Machine Learning and Compiler Engineer, Austin,Texas We are looking for a senior machine learning",Senior Machine Learning and Compiler Engineer,low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1752,"Austin, TX 78744",PPD,"
Clinical data review and evaluation. Mentor and supervise TA clinical scientists. The Global Product Development group, a part of the medical organization, is...","VP, Global Product Development (Neuroscience)-HOME-BASED",low,data scientist,Austin, TX 78744,,TX,78744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1753,"Austin, TX",Micron,"
(KVS) or other software systems that provide data persistence. The Micron Storage Solutions Center in Austin, Texas, is looking for a few serious software...",Storage Software SQA Architect Job,low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1754,"Austin, TX",CDK Global,"
From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....","Manager, Client Services (PartsVoice)",low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1755,"Austin, TX",SparkCognition,"
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next...",Software Engineer,low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1756,"Austin, TX 78731",Indeed,"
Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....",Data Engineer,low,data scientist,Austin, TX 78731,,TX,78731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1757,"Austin, TX",Amazon Corporate LLC,"
Strong Computer Science fundamentals in Object Oriented Programming, Data Structures and Algorithms. As a Software Development Engineer in our team you will...",Software Development Engineer,low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1758,"Austin, TX",Micron,"
Prior experience of SQA for file systems, RAID SW/FW, nosql databases or Key value stores (KVS) or other software systems that provide data persistence....","Senior Software Engineer, Storage SQA Job",low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1759,"Austin, TX","Beckman Coulter, Inc.","
Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....",Field Service Engineer,low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1760,"Austin, TX 78723 (Windsor Park area)",Luna Data Solutions,"
Luna Data Solutions is an equal opportunity employer. We have a client that is seeking a talented and curious Machine Learning Engineer....",Machine Learning Engineer (Sr.),low,data scientist,Austin, TX 78723 (Windsor Park area),,TX,78723 (Windsor Park area),0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1761,"Austin, TX",Asuragen,"
The Scientist will report directly to a Senior Scientist responsible for process engineering and product transfers....","Scientist II, Development",low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1762,"Austin, TX 78759 (Arboretum area)",MaxPoint,"
Senior Data Scientist – Geospatial Analytics. Design large scale data pipelines that transforms raw location data into usable customer insights....",Senior Data Scientist - Geospatial Analytics,low,data scientist,Austin, TX 78759 (Arboretum area),,TX,78759 (Arboretum area),0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1763,"Austin, TX 78703",Deverus,"
Experience playing Mad Scientist - We want someone to be open to experimenting with technologies. Proficiency working with SQL databases, best practices and...",Senior Java Developer,low,data scientist,Austin, TX 78703,,TX,78703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1764,"Austin, TX",University of Texas at Austin,"
Provide oversight, analysis and guidance to operational processing of on-orbit data. Develop, direct and perform advanced level scientific research projects in...",Engineering Scientist - Satellite Attitude Determination Spe...,low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1765,"Austin, TX",Amazon Corporate LLC,"
Are you interested in building data pipelines that process petabytes of customer behavior data? Strong grasp of data structures and algorithms....","Senior Software Engineer, Big Data",low,data scientist,Austin, TX,,TX,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
